,Unnamed: 0,full_text,tweet_english,sentimen
10,10,mas mahfud pimpin rakyat selalu dengar aspirasi masyarakat siap juang penting rakyat,"mas Mahfud, the leader of the people, always hears the aspirations of the people ready to fight for the importance of the people",Positif
11,11,ganjar mahfud sukses gubernur cermin peduli rakyat,eagle mahfud successful governor mirror people care,Positif
12,12,situ bego timses 02 mau tiru pola ayahanda sang anak gatot lha bikin istilah rancu banget para dukung timses jkw sedang kalian lawan ini krn sdh rubah arah dukung mrk amp mahfud,situ bego timses 02 want to imitate the pattern of the father of the child gatot lha make the term very ambiguous the support of the jkw teamses while you fight this because the direction of support mrk & mahfud,Positif
13,13,jadi jauh ada pro kontra nilai mahfud md cawapres rekam jejak kerja baik perlu apresiasi langgar konstitusi jelas jadi catat tidak abai,so far there are pros and cons to the value of mahfud md vice president a good track record of work needs appreciation to violate the constitution clearly so note not to ignore,Positif
14,14,masinton apa salah tanya mahfud imin salah dua meremehlan danketika malu mahfud imim tim sukses 01 03 bakar kumis debat tiga milik ps beliau kuasa teknis pg buat maksimal 1 putar,masinton what's wrong ask mahfud imin one of the two underestimated and when embarrassed mahfud imim success team 01 03 burn moustache debate three belonging to ps he technical power pg for a maximum of 1 play,Negatif
15,15,lah trik cmn sdit lt gw kemaren denger nya lanjut nya trik ampas bongkar cak imin ama mahfud md bukan nya sadar malah nge gass lucu lah,"is the trick of cmn sdit lt gw yesterday heard it, then the trick of dregs unloading cak imin ama mahfud md instead of realizing it, it was actually funny gass",Positif
16,16,erasmus70 salut pak bela bem ui rispekkk mahfud hebat,erasmus70 salute pak bela bem ui rispekkk mahfud great,Positif
17,17,pimpin tunjuk hasil politik capai utama penting sama,lead show political results achieve the same important key,Positif
18,18,mahfud md tetap baik gaspol brantas korupsi,mahfud md remain good gaspol brantas corruption,Positif
19,19,dukung warga jatim mahfud mahfud md makin kuat tunjuk dorong besar pimpin dua,support the citizens of jatim mahfud mahfud md getting stronger show great encouragement pimpin dua,Positif
20,20,dimasgilan5643 fagtng mohmahfudmd salam 3 jari mahfud hebat,dimasgilan5643 fagtng mohmahfudmd greetings 3 fingers mahfud great,Positif
21,21,pimpin dapat motivasi masyarakat aktif bangun negara,lead can motivate the community to actively build the country,Negatif
22,22,kalau benar kait prof mahfud bisa tindak curi waaah kayak aku manut yai,"if it is true, the hook prof mahfud can steal waaah like me manut yai",Positif
23,23,tetap dukung mahfud,keep supporting mahfud,Positif
24,24,saat wajib rumah rss rumah jokowi upa ruko tingkat ekonomi rakyat uxjyybznyc hebat mahfud juara debat,when mandatory house rss house jokowi upa shophouse people's economic level uxjyybznyc great mahfud champion debate,Positif
25,25,ga mungkin lahcara licik ko dipake cak imin pak mahfud punya etika bikin tanya sesuai tema jelas bukan sengaja malu lawan songong,ga mungkin lahcara cunning ko dipak imin pak mahfud punya ethic make ask according to the theme obviously not intentionally embarrassed against songong,Netral
26,26,hotel sama pak mahfud,hotel with Mr. Mahfud,Netral
27,27,dwi tunggal mahfud indonesia lebih baik palestine kiky tsunami aceh lee haechan siwon unfoll bal pledis bukittinggi home alone pukis sbux gmmtv doyoung nepo baby,dual single mahfud indonesia better palestine kiky tsunami aceh lee haechan siwon unfoll bal pledis bukittinggi home alone pukis sbux gmmtv doyoung nepo baby,Positif
28,28,aniesmuhaiminbatalkan ikn prabowogibranlanjutkan ikn lanjut ikn,aniesmuhaimincancel ikn prabowogibrancontinue ikn continue ikn,Netral
29,29,airanireii pranowo aamiin moga surnur artesis jadi sumber berkah buat warga muncang hebat mahfud juara debat,airanireii pranowo aamiin moga surnur artesis be a source of blessing for residents great muncang mahfud champion debate,Positif
30,30,ganjar mahfud pimpin fokus daya perempuan anakanak,eagle mahfud lead the focus of female children's power,Netral
31,31,pak mahfud pukul statement istilah hukum asai beliau,mr. Mahfud hit the legal term statement of his assai,Positif
32,32,tpn pranowomahfud md respons sikap cawapres rakabuming raka tinggal podium sorak debat dua,tpn pranowomahfud md response attitude cawapres rakabuming raka stay podium cheering debate two,Netral
33,33,tampil cawapres nomor urut 3 mahfud md debat pilpres 2024 tuai apresiasi amp ren positif mahfud nilai tampil pukau amp yakin debat cawapres perdana sampai amat politik uin syarif hidayatullah adi prayitno,appear vice president sequence number 3 mahfud md debate presidential election 2024 harvest appreciation & ren positive mahfud value appear pukau & believe debate vice president prime to very political uin syarif hidayatullah adi prayitno,Positif
34,34,dennisauya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja yakin dukung pak mahfud indonesia lebih baik mahfud hebat,dennisauya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja sure support pak mahfud indonesia better mahfud great,Positif
35,35,ganjar mahfud pimpin dapat cipta regulasi proinvestor dukung tumbuh ekonomi,eqar mahfud pimpin can create proinvestor regulations to support economic growth,Positif
36,36,ganjar mahfud lihat pimpin akan dukung maju sektor pariwisata indonesia,eqar mahfud see pimpin will support the progress of the Indonesian tourism sector,Netral
37,37,ganjar mahfud sosok tegas jalan roda perintah tinggal peka sosial,eunuch mahfud assertive figure road wheel order stay socially sensitive,Positif
38,38,alhamdulillahdeklarasi jnk para anjengan amp ustadz muda sepriangan menang pranowomahfud md jalan lancar hambat apa,alhamdulillahdeclaration jnk para anjengan amp ustadz muda sepriangan win pranowomahfud md jalan smoothly what obstacles,Positif
39,39,curang bisa kalah mahfud pilpres 2024,cheating can lose mahfud pilpres 2024,Netral
40,40,ganjar mahfud bukti mampu prestasi jadi modal utama pimpin,eqaran mahfud proof of being able to perform as the main capital of the leadership,Positif
41,41,kerja mahfud jatim cipta ekonomi kuat lanjut,mahfud work in East Java creates a strong economy further,Positif
42,42,kepala desa libat kasus dana desa tunjuk sikap tegas korupsi langgar hukum,the village head involved in the village fund case showed a firm stance of corruption breaking the law,Negatif
43,43,kereen cawapres no 3 mahfud mddi debat pilpres 2024 tuai apresiasi tren positif mahfud nilai tampil pukau yakin debat perdana cawapres sampai amat politik universitas islam negeri syarif hidayatullah adi prayitno,kereen cawapres no. 3 mahfud mddi debate the 2024 presidential election reap appreciation of the positive trend mahfud value appears pukau believe the first debate of the vice president to be very political Islamic state university syarif hidayatullah adi prayitno,Positif
44,44,ganjar pranowo pilih pimpin yang punya solusi atas masalah bukan tambah masalah tulus layan hebat mahfud juara debat,eagerness pranowo choose a leader who has a solution to the problem instead of adding a sincere problem great service mahfud champion debate,Positif
45,45,calon pranowo siap terap program optimalisasi sudah laksana badan amil zakat nasional jawa tengah tingkat nasional diri tang pilpres 2024 sama cawapres mahfud md komitmen bawa program baik ke tingkat nasional salah,pranowo candidates are ready to apply the optimization program is like the national zakat agency of central Java at the national level of the 2024 presidential election with vice president mahfud md commitment to bring the program both to the national level is wrong,Negatif
46,46,berani mahfud saing tingkat nasional tunjuk beliau milik tekad kuat buat lebih baik,dare mahfud competes at the national level show he belongs to a strong determination to be better,Positif
47,47,selalu dukung apa kondisi nya mahfud hebat,always support what is the condition of the great mahfud,Positif
48,48,mahfud md memang punya cara bicara khas tajam peluru tak kendali sindir sentil tegas keren,mahfud md does have a typical way of talking sharp bullets not controlled sarcastically coquettishly cool,Positif
49,49,keren pak dlm sampai visi misi salam salam menang satset coblosnomor3 satset 0vo8atf2uc hebat mahfud debat,cool sir in until the vision and mission greetings win satset coblosnomor3 satset 0vo8atf2uc great mahfud debate,Positif
50,50,mahfud md komitmen atas masalah korupsi tegas,mahfud md commitment to the problem of corruption is firm,Negatif
51,51,ganjar mahfud pimpin milik visi jelas arah bangun indonesia depan,eqar mahfud pimpin belongs to a clear vision of the direction of building Indonesia in the future,Positif
52,52,calon wakil presiden nomor urut 3 mahfud md singgung pilih kandidat pilpres 2024 turut pilih jangan jatuh pilih sematamata buai jargon,"vice presidential candidate sequence number 3 mahfud md alluded to elect candidates for the 2024 presidential election, don't fall for electing sematamata buai jargon",Positif
53,53,ganjar mahfud pimpin paham penting daya ekonomi masyarakat,eulogy of mahfud to lead the important understanding of the economic power of the community,Positif
54,54,kikidaliyo pranowo sama rawat nilai pancasila fnysuljrqb hebat mahfud juara debat,kikidaliyo pranowo equal care value pancasila fnysuljrqb great mahfud champion debate,Positif
55,55,kutarealx yakin bawa ubah positif maju negeri cinta sukses jalan politik kalian mahfud hebat,kutarealx sure bring positive change forward love successful country your political path great mahfud,Positif
56,56,tampil mahfud mddi debat pilpres 2024 tuai apresiasi tren positif mahfud nilai tampil pukau yakin debat perdana cawapres gelar jumat 22 desember 2023,appear mahfud mddi debate presidential election 2024 harvest appreciation positive trends mahfud value appear pukau believe the first debate vice presidential title friday 22 december 2023,Positif
57,57,hasil mahfud gubernur dukung jokowi cipta optimisme potensi pimpin beliau tingkat nasional,the results of the governor's mahfud in support of jokowi copyright optimism the potential of his leadership at the national level,Netral
58,58,mahfud md mahfud pilih cerdas bawa indonesia tuju masa depan lebih baik,mahfud md mahfud choose smart bring Indonesia to a better future,Positif
59,59,ganjar pranowomahfud md bakal prioritas isu perempuan program kerja,eagle pranowomahfud md will prioritize women's issues in the work program,Netral
60,60,sama mas mahfud yakin indonesia jadi negara ramah investasi beri sempat kerja seluruh rakyat,"with Mas Mahfud, I believe Indonesia to be an investment-friendly country, giving all the people the time to work",Netral
61,61,pilih tetap no 3 mahfud 2024,permanent choice no 3 mahfud 2024,Netral
62,62,vonnycornellya sistematis amp struktur sis hebat mahfud debat,vonnycornellya systematic amp structure sis great mahfud debate,Positif
63,63,ganjar mahfud gubernur hasil dapat dukung warga harus andal sosok nasional,eunuchs mahfud governors results can support citizens must be reliable national figures,Netral
64,64,arkaatmaja7 datuakrajoangek pranowo najwashihab matanajwa jgn terlalu sensitif anggap serang hebat mahfud juara debat,arkaatmaja7 datuakrajoangek pranowo najwashihab matanajwa don't be too sensitive consider great attack mahfud champion debate,Positif
65,65,ganjar mahfud gubernur paham mampu atas kompleksitas tugastugas pimpin,eulogy of mahfud the governor understood the complexity of tugastugas pimpin,Netral
66,66,ganjar mahfud calon presiden bawa semangat pimpin inklusif orientasi rakyat,eagle mahfud presidential candidate brings the spirit of inclusive leadership of the people's orientation,Netral
67,67,pokoknyaa pak mahfud sangat milik alam baik bagus bangun negeri,"the point is that Mr. Mahfud really belongs to nature, good to build the country",Positif
68,68,ganjar mahfud pimpin milik peka butuh masyarakat kurang mampu,eulogy of mahfud pimpin belonging to the sensitive need for the underprivileged community,Positif
69,69,cawapres idola banget memang pak mahfud semangat terus,really idol vice president Pak Mahfud continued to be enthusiastic,Positif
70,70,warga jatim lihat mahfud pimpin dapat beri solusi inovasi maju indonesia,east Java residents see that mahfud pimpin can provide solutions for Indonesia's advanced innovations,Positif
71,71,ganjar pranowo sama pak makin harmonis hebat mahfud juara debat,eagerness pranowo same sir more harmonious great mahfud champion debate,Positif
72,72,bawa semangat satu dunia politik sering kali warna pecah,bring the spirit of one political world often broken colors,Negatif
73,73,tau proses pak debatcapres debatpilpres2024 mahfud hebat,know the process sir debatcapres debatpilpres2024 mahfud great,Positif
74,74,ganjar mahfud pimpin milik visi jelas bawa indonesia arah lebih baik,eagle mahfud pimpin belongs to a clear vision bring Indonesia a better direction,Positif
75,75,ganjar pranowo makin bangga pak pranowo benarbenar prioritas rakyat kecil the real tuanku rakyat hebat mahfud juara debat,eagerness pranowo more proud sir pranowo really the priority of the small people the real lord great people mahfud champion debate,Positif
76,76,ganjar mahfud pimpin hasil bukti integritas lebih harga gantung figur tentu,eqar mahfud led the results of proof of integrity over the price of hanging a certain figure,Positif
77,77,warga jatim yakin mahfud mahfud md jadi pimpin bawa era baru indonesia,the people of jatim believe mahfud mahfud md so lead bring a new era of Indonesia,Positif
78,78,ganjar mahfud gubernur campur tangan jokowi tunjuk kompetensi,eunuch mahfud governor intervene jokowi show competence,Netral
79,79,amitamit jabang bayi jangan prof mahfud minta kayak gin,amitamit jabang baby don't prof mahfud ask for kayak gin,Netral
80,80,nongandah gas pak ganjarr ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja mahfud hebat,nongandah gas pak ganjarr ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja mahfud hebat,Netral
81,81,aseeeekkkneehh gaeess hebat mahfud juara debat,aseeeekkkneehh gaeess great mahfud champion debate,Positif
82,82,ganjar mahfud hasil bina hubung antardaerah bawa integrasi lebih baik,eagerness of mahfud as a result of building connections between regions bring better integration,Positif
83,83,ganjar mahfud anggap pimpin dapat bawa semangat baru dunia politik bukti prestasi gubernur jokowi,eagle mahfud considers that leadership can bring a new spirit in the world of politics proof of the achievements of governor Jokowi,Positif
84,84,visi misi pranowo didik kualitas cipta sdm unggul penuh kualifikasi dunia kerja ganjarpeduliekononinkri ganjarpeduliekononinkri oilhpccgnl mahfud hebat,vision mission pranowo learn quality copyright tdm superior full qualification world of work ganjarpeduliekononinkri ganjarpeduliekononinkri oilhpccgnl mahfud great,Positif
85,85,dukung warga jatim dan mahfud cermin dukung besar pimpin integritas,support the people of East Java and mahfud big support mirror lead integrity,Netral
86,86,ganjar mahfud pelopor bangun lanjut tingkat lokal,eagle mahfud pioneer build further at the local level,Netral
87,87,ganjar mahfud bukti dia mampu emban tanggung jawab baik,eve mahfud proof he is able to bear responsibility well,Positif
88,88,ganjar pranowo rosianna766hi alam sangat cerdas dalam tanggap soal politik kuas hebat mahfud juara debat,eagle pranowo rosianna766hi nature is very intelligent in responding to the politics of the great brush mahfud champion debate,Positif
89,89,ganjar pranowo kaesangp erinagudono pestapestapora sheilaon7 memang keren banget deh pak aku suka banget hebat mahfud juara debat,eerie pranowo kaesangp erinagudono pestapestapora sheilaon7 is really cool sir I really like mahfud great debate champion,Positif
90,90,ganjar mahfud pimpin milik berani saing tingkat nasional kualitas unggul,eagle mahfud pimpin belongs to the national level of superior quality,Positif
91,91,pilih dapat bawa lanjut maju negara,choose can take forward the country,Netral
92,92,ganjar pranowo najwashihab narasitv pak paling solutif bisa andal hebat mahfud juara debat,eagerness pranowo najwashihab narasitv pak most solutive can reliably great mahfud champion debate,Positif
93,93,salah tuduh mbak lapas bawah kemenkumham menteri kader pdip menkopolhukamnya jadi cawapres pdip bongkar bisnis lapas anak yasonna laoly mahfud ngeles bilang masalah sederhana makanya kami panggil rm sederhana,wrongly accused mbak prison under kemenkumham minister cadre pdip menkopolhukamnya so vice president pdip dismantling the prison business children yasonna laoly mahfud ngeles said simple problems that's why we call rm simple,Negatif
94,94,liat rekam jejak pak mahfud jelas pimpin baik ini,see the track record of Mr. Mahfud clearly led this good,Positif
95,95,hasil mahfud dpr libat jokowi cipta yakin beliau milik wawas politik matang,results of mahfud dpr libat jokowi copyright sure he belongs to a mature political supervisor,Positif
96,96,ganjar mahfud gubernur mampu sinar bantu jokowi beri harap baru politik indonesia,eunuchs mahfud the governor is able to help jokowi give hope for new Indonesian politics,Positif
97,97,pimpin selanjutnyaa mahfud terbaikkk,lead nexta mahfud terbaikkk,Netral
98,98,bukti hasil politik raih libat seluruh elemen masyarakat,evidence of political outcomes achieving involvement of all elements of society,Netral
99,99,ganjar pranowo adalah contoh konkret kuat komunitas satu atas sulit selamat pak atas hasil sama warga muncang hebat mahfud juara debat,"eagle pranowo is a concrete example of a strong community of one over one, it is difficult to survive, sir, for the same results, the great citizens of Mahfud, the champion of debate",Positif
100,100,ganjar mahfud gubernur depan lanjut lingkung bangun jatim,eunuch mahfud governor in front continued to build East Java,Netral
101,101,dukung warga jatim mas mahfud ibu atikoh md calon presiden calon wakil presiden 2024 bentuk percaya harap besar indonesia lebih baik,support the citizens of jatim mas mahfud ibu atikoh md presidential candidate vice presidential candidate 2024 form of believing that Indonesia is better,Positif
102,102,masyarakat jatim lihat mahfud sosok bisa bawa ubah nyata,the people of jatim see mahfud figure can bring real change,Positif
103,103,hasil mahfud gubernur jatim bukti dia kelola wilayah baik,the results of the East Java governor's mahfud prove that he manages the region well,Netral
104,104,ganjar mahfud sosok hasil terus gantung jokowi beri inspirasi positif pimpin muda,eagle mahfud figure results from continuing to hang jokowi giving positive inspiration to young leaders,Positif
105,105,03 sama 01 keren 02 grogi kakak gw sampe tega liat kata mahfud hebat,03 same 01 cool 02 groggy sister gw until Tega see the word great mahfud,Positif
106,106,putus mahfud maju capres beri inspirasi generasi muda kontribusi bangsa,breaking up mahfud forward presidential candidates inspires the younger generation to contribute to the nation,Netral
107,107,pimpin bukti hasil politik raih utama penting rakyat,lead evidence of political outcomes achieve major importance for the people,Positif
108,108,pandampamungkas pranowo pancasila harga mati ada bisa ganti pak benar benar jaga hebat mahfud juara debat,pandampamungkas pranowo pancasila dead price there can replace sir really keep great mahfud champion debate,Positif
109,109,ganjar mahfud bukti sukses politik batas libat jokowi hasil dedikasi kompetensi,odd mahfud proof of political success boundary involvement jokowi results of competency dedication,Positif
110,110,bukti hasil politik raih harus libat diri praktikpraktik etis,evidence of the political outcomes achieved must be involved in ethical practice,Positif
111,111,gusraharjo pak memang hebat jadi makin yakin mahfud hebat,gusraharjo sir is great so the more convinced mahfud is great,Positif
112,112,ganjar mahfud pimpin fokus cipta lapang kerja tingkat ekonomi daerah,eqar mahfud lead the focus on creating a working field at the regional economic level,Positif
113,113,hasil mahfud atas bagai masalah jawa tengah jadi bukti ia milik kapasitas pimpin bangsa,the results of mahfud on the problem of Central Java are proof that it belongs to the leadership capacity of the nation,Netral
114,114,mas mahfud sosok bukti pimpin baik beri dampak positif masyarakat,"mas Mahfud, the figure of evidence of good leadership has a positive impact on the community",Positif
115,115,contoh hasil politik capai lalu dedikasi integritas,examples of political results achieved then integrity dedication,Netral
116,116,ganjar tanggepi semua nyata semua sepakat harap baik masyarakat janji politik milu kali jadi bareng bareng buat brantas korupsi mahfud hebat,ganjar Tanggepi all real all agree hope good people promise politics milu times so together for a great mahfud corruption brantas,Positif
117,117,ganjar mahfud bukti dia tampil mandiri jalan politik,eunuch mahfud proof that he appeared to be independent on the political road,Netral
118,118,kiai selalu satu sama dukung bapak mahfud,kiai always supports Mr. Mahfud,Netral
119,119,ganjar pranowo pimpin butuh rakyat mantul pak hebat mahfud juara debat,eagerness pranowo pimpin need people mantul pak hebat mahfud champion debate,Netral
120,120,yuk pilih program unggul maju semua,let's choose a superior program to advance all,Positif
121,121,hasil mahfud cipta yakin sama mahfud md bisa jalan pimpin adil,the results of mahfud are confident that mahfud md can lead fair,Positif
122,122,beri bukti pimpin jujur selalu dapat dukung masyarakat,give evidence that an honest leader can always support the community,Positif
123,123,mahfud md tokoh tegas jadi tegak disiplin perintah,mahfud md a decisive figure so uphold the discipline of the command,Netral
124,124,ibu atikoh md mahfud tokoh dapat bawa ubah nyata negeri,mother atikoh md mahfud figure can bring real change to the country,Positif
125,125,ganjar mahfud bukan gubernur pimpin inspirasi tulus layan rakyat,eunuch mahfud is not the governor who leads the sincere inspiration to serve the people,Positif
126,126,arsjadrasjid mohmahfudmd juga bukti nyata pak sangat dukung umkm hebat mahfud debat,arsjadrasjid mohmahfudmd is also clear evidence sir very supportive umkm great mahfud debate,Positif
127,127,pimpin jujur bawa harap politik jalan penuh etika moral,lead honestly bring hope political road full of moral ethics,Positif
128,128,sama mahfud md yakin indonesia makin hitung dunia internasional,with mahfud md believes that Indonesia is increasingly counting the international world,Netral
129,129,dukung penuh pak pranowo next presiden republik indonesiasikat semua korupsi ganjarsikatkorupsi mahfud hebat,"fully support Pak Pranowo, the next president of the Republic of Indonesia, all the odd corruption, the great corruption of Mahfud",Positif
130,130,mahfud md jaga prinsipprinsip konstitusi akan lindung hakhak warga negara,mahfud md guard the principles of the constitution will protect the rights of citizens,Netral
131,131,mesti perlu kaget mmg krn rakyat indonesia sama bp ingat rakyat indonesia wni asli bkn turun,must need to be surprised mmg because the people of Indonesia are the same bp remember the people of Indonesia wni original bkn down,Positif
132,132,ganjar mahfud mahfud md anggap pasang dapat hadir ubah struktural maju negara,eunuch mahfud mahfud md assume the tide can present structural changes forward of the country,Netral
133,133,moga ikan sehat terus pak semangat buat pak mahfud,let's keep the fish healthy and keep the spirit for Mr. Mahfud,Positif
134,134,ganjar mahfud mahfud md pasang harap rangkul beda penting sama,eulogy mahfud mahfud md install hope embrace the same important differences,Positif
135,135,warga jatim yakin mahfud jadi pimpin bawa ubah positif seluruh negeri,the people of jatim believe mahfud to be the leader to bring positive change throughout the country,Positif
136,136,mas mahfud pimpin milik empati tinggi jadi semangat mereka butuh bantu,mas mahfud has high empathy so they need help,Positif
137,137,mas mahfud jadi inspirasi pemuda indonesia bukti sukses politik capai integritas kerja keras,mas Mahfud became an inspiration for Indonesian youth as proof of political success in achieving the integrity of hard work,Positif
138,138,nikmatulsg lalu amal pancasila pranowo pimpin contoh baik bawa makna satu agam dalam tindak nyata hebat mahfud juara debat,favorulsg then charity pancasila pranowo lead a good example bring the meaning of one religion in the great real action mahfud champion debate,Positif
139,139,dagang kaki lima mataram deklarasi dukung di pilpres 2024,street trading mataram declaration of support in the 2024 presidential election,Netral
140,140,ente mh udah golput ajj hebat mahfud juara debat,ente mh already golput ajj great mahfud champion debate,Positif
141,141,pak mahfud pimpin baik karna alam banyak,mr. Mahfud leads well because nature is abundant,Positif
142,142,ganjar mahfud mahfud md pasang milik komitmen tinggi jaga utuh adil bangsa,eqar mahfud mahfud md pairs belong to the high commitment to keep the nation's justice intact,Positif
143,143,dukung masyarakat mahfud cermin ingin milik pimpin peduli dengar,support the community mahfud mirror want to belong pimpin care listen,Netral
144,144,ganjar ucap terimakasih atas kata sepakat keluar 3 capres janji politik sama syaikhuahmad pksmenangamin mahfud hebat,say thank you for agreeing to exit 3 presidential candidates with Shaikhuahmad pksmenangamin mahfud great political promise,Positif
145,145,ganjar mahfud pimpin dukung jokowi bukti loyalitas soliditas politik,eunuchs mahfud pimpin support jokowi proof of loyalty political solidity,Netral
146,146,warga jatim percaya mahfud jadi pimpin mampu hadir solusi tantang bangsa,the people of East Java believe that mahfud as a leader is able to present solutions to challenge the nation,Positif
147,147,chchotimah2 pranowo loh udah kompak nz8qc6efdl hebat mahfud juara debat,chchotimah2 pranowo loh already compact nz8qc6efdl great mahfud champion debate,Positif
148,148,sangat kes tampil pak mahfud kmren paling elegan isi,very case appears Mr. Mahfud KMREN most elegant content,Positif
149,149,ganjar pranowo kaesangp erinagudono pestapestapora sheilaon7 pak baik hebat mahfud juara debat,eagle pranowo kaesangp erinagudono pestapestapora sheilaon7 good pack great mahfud champion debate,Positif
150,150,ganjar mahfud ucapakan selamat natal 2023 tahun baru 2024,eulogy of mahfud wishing merry christmas 2023 new year 2024,Positif
151,151,ganjar mahfud pimpin paham butuh ekonomi masyarakat laku usaha,eucharist mahfud pimpin understand the economic needs of the business community,Positif
152,152,ah aja pak mahfud,ah aja sir mahfud,Netral
153,153,masa kelas tum partai islam paham sgie kalo prof mahfud tanya sgie gatau wajar lah loh tum partai islam liat ngebet banget ken dapet suara umat masa timses nya ada siapin soal sgie timses nya banyak partai islam jg loh,during class tum Islamic party understand sgie if prof mahfud ask sgie gatau natural is loh tum Islamic party clay ngebet really ken dapet voice ummah timsesnya there is readyin about sgie timsesnya many Islamic parties jg loh,Positif
154,154,ganjar oke agak aneh sih bawa bawa jokowi hebat mahfud debat,odd okay kinda weird anyway bring great jokowi mahfud debate,Positif
155,155,calon presiden gagalganjar lebih baik capres hebat fajrianalfi gemoy culik tangkap debatcapres jelas masbowo tegas visi pakbowo keadilanygpasti 3ioky7akbc hebat mahfud debat,presidential candidate failed better great presidential candidate fajrianalfi gemoy kidnap catch debatecapresurely masbowo firm vision pakbowo keadilanygpasti 3ioky7akbc great mahfud debate,Positif
156,156,dukung warga jatim mahfud calon presiden cermin ingin milik pimpin karakter peduli,"support the citizens of East Java, mahfud, the presidential candidate of the mirror wants to belong to the caring character",Positif
157,157,dukung warga jatim mahfud cipta atmosfer positif mungkin pimpin level nasional,support the citizens of jatim mahfud create a positive atmosphere maybe lead at the national level,Positif
158,158,ganjar mahfud calon presiden akan bawa semangat positif lanjut bangun,eve mahfud presidential candidate will bring positive spirit further to wake up,Positif
159,159,warga jatim yakin mahfud bawa ubah positif signifikan tingkat nasional,east Java residents believe that mahfud brings significant positive changes at the national level,Positif
160,160,warga jatim lihat mahfud pimpin dapat jaga agam harga pluralitas bangsa,the people of East Java see that mahfud pimpin can maintain the agam of the plurality price of the nation,Netral
161,161,ganjar mahfud lihat pimpin akan fokus tingkat infrastruktur konektivitas nasional,eqaran mahfud see pimpin will focus on the level of national connectivity infrastructure,Netral
162,162,warga jatim yakin mahfud calon presiden beri solusi cerdas hadap tantang masa depan,east Java residents believe that the presidential candidate's mahfud provides smart solutions to the challenges of the future,Positif
163,163,alam kerja jelas sih pasti pak mahfud md jauh lebih unggul banding lain,"the working environment is clear, sure, Mr. Mahfud is far superior to other appeals",Positif
164,164,dukung warga jatim mahfud mahfud md makin gema cermin percaya besar dua,support the citizens of jatim mahfud mahfud md increasingly the mirror echoes believe the big two,Netral
165,165,bangun kesan politik bersih investasi jangka panjang maju bangsa,build a clean political impression of long-term investment for the nation,Positif
166,166,hasil mahfud jatim gantung jokowi bukti matang orang pimpin,results of mahfud jatim hanging jokowi evidence of mature people leading,Positif
167,167,hasil mahfud tingkat daerah gantung jokowi tunjuk matang kapabilitasnya pimpin,the results of mahfud at the hanging area level of jokowi show maturity in its capabilities,Netral
168,168,ganjar mahfud figur cermin hasil berkat kerja keras dedikasi,eagle mahfud mirror figure thanks to the hard work of dedication,Negatif
169,169,dukung mahfud mahfud md cermin butuh pimpin dapat bawa ubah positif,support mahfud mahfud md mirror need a lead can bring positive change,Positif
